movimento_nome,codigo,codigo_pai,complemento,movimento,visibilidade_externa,dispositivo_legal,artigo,alteracoes,glossario,data_publicacao,data_alteracao,data_inativacao,data_reativacao,nivel_visual,tipo_item,fonte,caminho_codigos,caminho_rotulos
de Mediação,12752,970,,"Audiência de mediação #{situacao_da_audiencia} conduzida por #{dirigida_por} em/para #{data_hora}, #{local}.",Sim,,,,"Indica as diversas situações relacionadas com a audiência, esta em suas diversas formas. Tipos de Audiência: Admonitória, Conciliação, De interrogatório, De justificação, Execução, Inicial, Instrução, Instrução e Julgamento, Julgamento, Preliminar, Una, sine die, entre outras. Situação da Audiência: designada, redesignada, cancelada, antecipada, realizada, não-realizada, convertida em diligência.",2020-06-17 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 970 > 12752,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > de Mediação
do art. 16 da Lei 11.340,12745,970,,"Audiência do art. 16 da Lei 11.340 #{situacao_da_audiencia} conduzida por #{dirigida_por} em/para #{data_hora}, #{local}.",Sim,,,,"Indica as diversas situações relacionadas com a audiência, esta em suas diversas formas. Tipos de Audiência: Admonitória, Conciliação, De interrogatório, De justificação, Execução, Inicial, Instrução, Instrução e Julgamento, Julgamento, Preliminar, Una, sine die, entre outras. Situação da Audiência: designada, redesignada, cancelada, antecipada, realizada, não-realizada, convertida em diligência.",2020-06-17 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 970 > 12745,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > do art. 16 da Lei 11.340
em Execução,12746,970,,"Audiência em execução #{situacao_da_audiencia} conduzida por #{dirigida_por} em/para #{data_hora}, #{local}.",Sim,,,,"Indica as diversas situações relacionadas com a audiência, esta em suas diversas formas. Tipos de Audiência: Admonitória, Conciliação, De interrogatório, De justificação, Execução, Inicial, Instrução, Instrução e Julgamento, Julgamento, Preliminar, Una, sine die, entre outras. Situação da Audiência: designada, redesignada, cancelada, antecipada, realizada, não-realizada, convertida em diligência.",2020-06-17 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 970 > 12746,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > em Execução
Para Homologação de Acordo de Não Persecução Penal,15569,970,,"Audiência para homologação de acordo de não persecução penal #{situacao_da_audiencia} conduzida por #{dirigida_por} em/para #{data_hora}, #{local}.",Sim,Código de Processo Penal,"28-A, § 4º",,"O movimento será utilizado para registro da audiência para homologação de Acordo de Não Persecução Penal, de que trata o art. 28-A, §4º, do CPP. Art. 28-A. (...) §4º. Para a homologação do acordo de não persecução penal, será realizada audiência na qual o juiz deverá verificar a sua voluntariedade, por meio da oitiva do investigado na presença do seu defensor, e sua legalidade",2025-06-18 14:03:21,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 970 > 15569,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > Para Homologação de Acordo de Não Persecução Penal
Preliminar,12753,970,,"Audiência preliminar #{situacao_da_audiencia} conduzida por #{dirigida_por} em/para #{data_hora}, #{local}.",Sim,,,,"Indica as diversas situações relacionadas com a audiência, esta em suas diversas formas. Tipos de Audiência: Admonitória, Conciliação, De interrogatório, De justificação, Execução, Inicial, Instrução, Instrução e Julgamento, Julgamento, Preliminar, Una, sine die, entre outras. Situação da Audiência: designada, redesignada, cancelada, antecipada, realizada, não-realizada, convertida em diligência.",2020-06-17 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 970 > 12753,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > Preliminar
Autos restaurados,12260,48,,Autos restaurados em #{data},Sim,,,,Indicação da finalização do processo de restauração dos autos e reinício do curso do processo desaparecido.,2018-06-25 00:00:00,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12260,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Autos restaurados
Bens Apreendidos,1052,48,,Bens Apreendidos -,Sim,,,,,2008-09-30 15:52:47,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 1052,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Bens Apreendidos
Cadastramento,1055,1052,,Cadastramento de Bens Apreendidos,Sim,,,,"Registra o cadastramento de bens apreendidos em cadastro próprio para esse fim, mesmo que seja de parte deles.",2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 1052 > 1055,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Bens Apreendidos > Cadastramento
Destinação,1053,1052,,Destinação de Bens Apreendidos,Sim,,,,"Registra a destinação da totalidade dos bens apreendidos no processo. Em caso de destinação parcial, utilizar Destinação Parcial de Bens Apreendidos.",2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 1052 > 1053,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Bens Apreendidos > Destinação
Destinação Parcial,1054,1052,,Destinação Parcial de Bens Apreendidos,Sim,,,,"Registra a destinação de parte dos bens apreendidos no processo. No caso de destinação de todos os bens apreendidos, usar Destinçação de Bens Apreendidos.",2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 1052 > 1054,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Bens Apreendidos > Destinação Parcial
Cancelamento,12289,48,,Cancelamento,Sim,,,,,2018-06-26 00:00:00,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12289,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Cancelamento
Documento Expedido,12290,12289,,Cancelado o documento,Sim,,,,Indica o cancelamento de documento. Fase com complemento livre para indicar o documento cancelado.,2018-06-26 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12289 > 12290,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Cancelamento > Documento Expedido
Movimentação processual,12291,12289,,Cancelada a movimentação processual #{movimento_cancelado},Sim,,,,Indica o cancelamento de movimento processual do sistema. Fase com complemento identificador para indicar o movimento cancelado.,2018-06-26 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12289 > 12291,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Cancelamento > Movimentação processual
Cancelamento de Distribuição,12186,48,,Cancelada a Distribuição,Sim,CPC,257,,Equivalente à Cisão.,2017-11-24 00:00:00,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12186,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Cancelamento de Distribuição
Citação,12284,48,,Citação,Sim,,,,,2018-06-26 00:00:00,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12284,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Citação
Citação Expedida,15726,12284,,Citação de #{nome_da_parte} expedida,Sim,CPC,238 e ss,Adicionado nesta versão,Movimento para registrar a expedição ou certificação de citação da parte.,2026-04-09 13:40:28,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12284 > 15726,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Citação > Citação Expedida
Citação Não Realizada,15727,12284,,Citação de #{nome_da_parte} não realizada,Sim,CPC,238 e ss,Adicionado nesta versão,Movimento para o registro de quando não se puder confirmar a citação da parte.,2026-04-09 13:46:33,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12284 > 15727,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Citação > Citação Não Realizada
Citação Realizada,15721,12284,,Citação #{nome_da_parte} realizada,Sim,CPC,238 e ss,Adicionado nesta versão,Movimento para registro da confirmação da citação da parte.,2026-04-08 16:35:19,2026-04-09 13:40:45,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12284 > 15721,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Citação > Citação Realizada
Eletrônica,12286,12284,,Citação eletrônica,Sim,,,,Indica o registro da citação realizada por meio eletrônico.,2018-06-26 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12284 > 12286,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Citação > Eletrônica
Confirmada,12288,12286,,Confirmada a citação eletrônica,Sim,,,,Indica o registro da confirmação da citação realizada por meio eletrônico.,2018-06-26 00:00:00,,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12284 > 12286 > 12288,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Citação > Eletrônica > Confirmada
Erro/Falha na Citação,15548,12286,,Ocorrido erro/falha na citação eletrônica,Sim,CPC; Lei 11.419/2006; Resolução CNJ nº 422/2022,193 a 199,,"Movimento a ser lançado pelo serventuário da Secretaria para registrar a ocorrência de erro ou falha sistêmica na citação realizada por meio eletrônico, conforme previsto no parágrafo único do art. 197 do CPC: "" Art. 197. ... Parágrafo único. Nos casos de problema técnico do sistema e de erro ou omissão do auxiliar da justiça responsável pelo registro dos andamentos, poderá ser configurada a justa causa prevista no art. 223, caput e § 1º .""",2025-06-11 16:53:10,,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12284 > 12286 > 15548,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Citação > Eletrônica > Erro/Falha na Citação
Expedida/Certificada,12287,12286,,Expedida/certificada a citação eletrônica,Sim,,,,Indica o registro da expedição da citação a ser realizada por meio eletrônico.,2018-06-26 00:00:00,,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12284 > 12286 > 12287,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Citação > Eletrônica > Expedida/Certificada
Não Confirmada,15246,12286,,Não confirmada a citação eletrônica,Sim,CPC,"246, § 1º-A",,"Deve ser aplicado nos casos do art. 246, § 1º-A do CPC",2023-09-26 15:52:23,,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12284 > 12286 > 15246,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Citação > Eletrônica > Não Confirmada
Em Secretaria/Comparecimento Espontâneo,12285,12284,,Citado em Secretaria/Comparecimento Espontâneo,Sim,,,,Indica o registro da citação feita na secretaria em face do comparecimento espontâneo da parte.,2018-06-26 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12284 > 12285,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Citação > Em Secretaria/Comparecimento Espontâneo
Comunicação eletrônica,12281,48,,Cominicação eletrônica,Sim,,,,"Indica o registro de algum tipo de comunicação eletrônica realizada no processo, exceto a citação (código 12286) e a intimação (código 12264). Movimento a ser utilizado para o registro de comunicação entre sistemas, quando necessário.",2018-06-26 00:00:00,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12281,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Comunicação eletrônica
Confirmada,12283,12281,,Confirmada a comunicação eletrônica,Sim,,,,Indica o registro da confirmação de leitura da comunicação eletrônica pelo destinatário.,2018-06-26 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12281 > 12283,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Comunicação eletrônica > Confirmada
Erro ou Recusa na Comunicação,14961,12281,,Erro ou recusa na comunicação,Sim,,,,"Informação de comunicação eletrônica expedida que resultou, sem sucesso, por erro ou recusa da requisição. Só deve ser usado para o registro de erros que não sejam contemplados pelos movimentos de erros/falhas na intimação (15547) e citação (15548).",2021-09-30 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12281 > 14961,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Comunicação eletrônica > Erro ou Recusa na Comunicação
Expedida/Certificada,12282,12281,,Expedida/certificada a comunicação eletrôinica,Sim,,,,"Indica o registro da expedição de comunicação eletrônica, podendo também ser utilizado para as comunicações realizadas por outro meio digital.",2018-06-26 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12281 > 12282,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Comunicação eletrônica > Expedida/Certificada
Conclusão,51,48,"Identificador - tipo de conclusão: para despacho/decisão, para julgamento. ;",Conclusos #{tipo_de_conclusao},Sim,,,,"Registra a apresentação dos autos ao Juiz para que produza sua decisão (despacho, decisão, sentença, voto).",2008-09-30 15:52:47,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 51,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Conclusão
Conversão de Autos Físicos em Eletrônicos,14732,48,,Convertidos os autos físicos em eletrônicos,Sim,,,,Movimento a ser usado quando da conversão de autos físicos para o formato eletrônico.,2021-07-30 00:00:00,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14732,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Conversão de Autos Físicos em Eletrônicos
Cooperação Judiciária,15186,48,,em cooperação judiciária,Sim,CPC e Resolução CNJ nº 350/2020,"67 a 69 (CPC); 1º a 25 (Res 350, CNJ)",,"A cooperação judiciária permite a interação entre juízos ou entre órgão judiciário e instituição externa, pública ou privada, para a prática de atos processuais e/ou de administração da justiça, nos termos dos arts. 67 a 69 do CPC e da Resolução n. 350/2020 do Conselho Nacional de Justiça. O movimento processual “Cooperação Judiciária” deve ser utilizado de forma complementar, associado ao movimento relativo ao ato processual praticado, que será objeto da cooperação. CPC, Art. 67. Aos órgãos do Poder Judiciário, estadual ou federal, especializado ou comum, em todas as instâncias e graus de jurisdição, inclusive aos tribunais superiores, incumbe o dever de recíproca cooperação, por meio de seus magistrados e servidores. Art. 68. Os juízos poderão formular entre si pedido de cooperação para prática de qualquer ato processual. Art. 69. O pedido de cooperação jurisdicional deve ser prontamente atendido, prescinde de forma específica e pode ser executado como: I - auxílio direto; II - reunião ou apensamento de processos; III - prestação de informações; IV - atos concertados entre os juízes cooperantes. § 1º As cartas de ordem, precatória e arbitral seguirão o regime previsto neste Código. § 2º Os atos concertados entre os juízes cooperantes poderão consistir, além de outros, no estabelecimento de procedimento para: I - a prática de citação, intimação ou notificação de ato; II - a obtenção e apresentação de provas e a coleta de depoimentos; III - a efetivação de tutela provisória; IV - a efetivação de medidas e providências para recuperação e preservação de empresas; V - a facilitação de habilitação de créditos na falência e na recuperação judicial; VI - a centralização de processos repetitivos; VII - a execução de decisão jurisdicional. § 3º O pedido de cooperação judiciária pode ser realizado entre órgãos jurisdicionais de diferentes ramos do Poder Judiciário.",2022-11-28 11:48:18,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 15186,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Cooperação Judiciária
